AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PLB985_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
NDUFA3	28.2965	28.1681	17.5992	8.78341	7.92178	22.7863	13.9877	11.3573	14.5908	12.0847	16.1599	22.2403	27.5088	15.0575	14.992	18.5291	11.6653	11.4575	15.1461	21.9417	13.2604	14.8133	6.18462	11.1266	17.704	19.2354	20.4182	8.4636	24.9584	15.5443	10.4259	8.90492	12.9998	4.30659
MBOAT7	12.2453	22.9625	19.9591	22.6172	12.7022	7.4003	37.761	25.8554	25.5421	15.0776	37.9607	10.0104	31.04	33.276	24.9747	42.0148	37.523	15.9126	47.1445	25.735	30.0645	24.9209	17.6285	20.9083	20.941	20.2358	13.674	23.7226	16.6129	45.2849	46.6917	19.3939	15.7434	62.9111
RDH13	2.7593	3.93892	5.13259	2.20635	3.97696	2.79483	3.34576	2.88983	5.53193	2.17956	3.8308	3.35336	4.93592	4.05843	3.11037	8.68822	5.48311	1.85133	2.64576	4.00165	2.43971	1.50377	1.93784	2.1428	3.39326	5.92407	2.09283	1.93959	2.71112	3.31297	2.82005	3.21353	4.55625	3.75149
TMEM86B	10.0982	4.72284	7.41083	8.78529	3.19647	3.34596	7.83151	9.57577	3.21128	2.51327	9.60833	21.647	10.7155	9.10821	5.0222	4.80985	2.47679	3.56949	6.06007	6.0516	5.38099	2.7001	6.01378	3.75263	5.10814	4.79945	4.52179	0.795098	7.23815	5.41765	2.4626	1.7027	7.13766	7.34218
COX6B2	0.0475505	0.250708	0.0655514	0.0321193	0.0256397	0.0717974	0.114199	0.0174338	0.05315	0.0996266	0.0374094	0.0052502	0.127026	0.039649	0.123148	1.01611	0.0140453	0.0287708	0.0311609	0.0221248	0.0579094	0.0250353	0.0369825	0.382348	0.039932	0.155134	0.0113345	0.0307019	0.120553	0.250466	0.0285784	0.0269254	0.0186342	0.0043047
SLC27A5	8.09475	6.74764	7.14696	3.24842	4.1224	2.01213	2.71381	3.97537	4.1617	4.21499	3.3753	3.62868	11.4133	2.26345	1.94072	6.70225	3.44347	1.92428	3.90307	4.47333	3.68148	2.14828	2.31566	4.08875	2.51495	10.5635	4.08793	5.44606	4.99488	6.01871	3.49906	3.46026	7.96295	1.13388
IDH3B	51.1739	48.1172	48.0022	59.527	39.1875	17.5076	48.686	37.4218	80.3079	54.2731	44.4697	60.5759	54.2443	64.3964	50.9537	57.6373	52.3603	33.2629	44.0074	45.0361	44.4885	44.4022	31.1402	43.2664	66.9651	48.3778	85.8016	67.0324	76.2625	39.8967	41.8424	46.5512	48.5354	27.4007
ITPA	38.9748	35.2969	72.9288	43.095	65.2325	18.0523	27.1588	30.8556	52.701	51.2766	28.7485	79.7179	52.5172	79.9039	35.6357	34.3142	32.263	38.6143	36.1787	35.5289	40.2726	32.045	40.3212	39.7216	32.6456	43.1904	45.8636	46.0145	51.3786	40.864	52.6187	30.9304	40.692	23.8343
PANK2	6.1557	6.66262	5.60954	6.40554	6.43838	3.21648	6.69227	7.54941	10.5273	5.81528	6.37457	6.48716	7.48804	7.62883	9.1467	6.75154	6.12035	6.62188	5.59418	5.62314	6.72697	4.39178	6.4948	4.88999	5.68638	9.26767	7.55409	10.2409	10.109	10.4334	6.44134	3.80206	7.87098	5.40852
SMOX	0.650863	12.8981	9.05392	6.53754	1.98492	1.22723	5.48923	0.172664	7.36218	9.83691	1.36326	1.81081	7.16789	8.38379	15.8123	11.6767	13.2395	34.18	6.21583	16.9886	12.3628	6.60213	3.53073	6.61049	6.14585	3.78631	5.34867	5.91544	7.06118	9.302	8.16134	3.40928	1.24074	1.58669
CDS2	3.98141	7.08632	3.91993	5.87088	4.36583	1.94585	13.0482	5.84385	11.8572	5.2785	10.3235	1.97153	3.46765	3.18644	5.94797	2.97917	19.6619	5.9345	8.61073	3.69626	4.64882	3.7498	5.56313	3.20132	3.86596	4.77131	3.42582	4.14987	4.93349	5.8713	5.90572	4.8487	5.2888	8.5507
GPCPD1	6.59668	12.784	7.46187	5.25559	6.44481	8.87686	10.2998	8.40265	10.5288	5.88391	6.68426	9.81063	11.2725	20.4434	16.9447	2.5336	7.26334	24.0378	7.16676	10.8716	25.2232	28.5449	22.3783	12.5711	21.4663	6.51602	3.42405	6.36865	14.1553	5.01781	6.11736	19.6618	3.03801	21.8382
CRLS1	11.4714	10.4905	9.05385	7.46688	13.0386	4.12519	5.54985	8.30312	18.4078	7.26557	8.75786	15.3591	10.3989	14.0122	7.48251	9.60492	12.7859	5.41653	7.77652	7.03033	8.57611	6.76822	8.62618	7.70967	7.25471	8.17321	13.4176	6.03021	11.2552	9.49981	11.836	7.12758	8.28364	5.81556
HAO1	0	0.007873	0	0	0.0163717	0.0047426	0	0.0095417	0	0	0	0	0	0	0	0.0227655	0	0	0	0	0	0	0	0	0	0	0	0.0294061	0	0	0.0463222	0	0	0
PLCB1	1.28924	4.29925	0.0371438	0.974618	0.19808	0.286514	0.0750007	0.873192	1.71365	0.560804	1.87907	0.0979978	0.0025913	0.0281934	1.92716	0.719713	1.61319	0.040277	0.58164	0.0100597	0.770369	3.16147	0.504785	0.566098	0.173296	0.0152405	0.162906	0.284148	0.11251	0.0209994	0.0273556	0.142398	0.544919	3.06537
PLCB4	0.160599	0.0223034	2.13435	0.0268155	3.85897	0.235726	4.53459	0.0233446	1.88264	0.180832	2.42048	0.0608668	0.540369	0.139716	0.0292916	2.21033	0.013858	0.0662367	0.0251553	0.019311	0.189097	0.468378	0.0627162	0.0267801	0.104409	1.21513	0.0570353	0.0366034	0.313376	0.721223	2.37834	0.0276733	0.0149384	0.0339785
SPTLC3	0.21282	0.0065816	0.007498	0.269045	0.0045621	0.0303957	0.0054185	0.0877426	0.0068091	0.163554	0.748065	0.01121	0.0022231	0.0030235	0.0129123	0.0074011	0.0029989	0.0102384	0.151213	0.0190778	0.002944	0.0061678	0.0086367	0.545513	0.0170523	0.0232448	0.0108905	0.0710166	0.00495	0.0066374	0.0070407	0.0023954	0.021137	0.0045957
ACSS1	10.5258	11.2202	8.69774	14.9363	6.19108	2.52008	21.5441	9.44767	9.08483	13.954	13.788	3.1261	3.67132	5.41412	1.51848	0.0260453	28.3357	0.731575	20.8493	2.81	3.71996	3.30042	8.94973	5.68017	7.7584	0.167929	2.27308	0.0586587	9.34157	3.56418	1.21334	6.70806	6.26314	15.4805
ENTPD6	14.3052	11.0673	9.03999	16.675	7.35181	16.0824	15.2699	16.4035	7.97155	17.6854	14.7212	5.88745	9.00599	16.4359	11.8713	0.0729552	24.333	13.0359	18.3429	11.5991	10.7202	13.3365	15.151	13.114	13.6343	9.94254	11.2325	7.69991	11.6503	6.83065	20.618	12.063	13.7394	13.4799
PYGB	11.9862	19.5079	11.8202	16.7116	10.0481	17.8892	17.5937	36.9904	14.0904	19.0215	16.0573	12.1054	17.7276	32.1533	19.5272	10.3743	41.9306	15.5109	18.6068	20.8385	12.8697	18.9248	15.372	19.4781	10.7734	14.6443	19.7001	13.8929	12.6999	10.0864	30.3223	12.4606	25.5464	17.2046
NANP	0.0839969	2.50657	4.7662	6.18661	6.86549	3.97323	3.75217	6.87638	7.38524	7.20721	8.55773	3.78391	2.88027	5.33798	5.32579	5.68571	6.52272	2.23409	5.7522	4.87485	4.58869	5.04327	2.31509	3.0185	3.81263	6.14429	3.86227	5.08671	4.1137	2.95903	5.67157	4.027	7.38368	3.66141
COX4I2	0	0.010094	0	0	0.0209902	0.0243219	0	0	0.0104429	0	0.0565397	0	0	0	0	0.0291878	0	0	0	0	0	0.0189189	0.0113536	0	0	0	0	0	0.0227752	0	0	0	0	0
POFUT1	8.74476	19.6661	21.9856	17.0634	24.6782	21.9224	10.6284	11.2514	10.7344	20.3175	15.8483	14.463	13.2004	17.0435	21.8167	15.2177	18.5254	14.531	13.7675	13.5647	19.0138	29.3445	13.6052	14.4053	14.671	15.8019	21.8153	8.03674	18.1186	20.8195	16.1463	8.35451	15.9448	12.7173
DNMT3B	1.72108	5.25014	36.4276	46.7689	61.7822	2.44999	94.9824	3.13843	18.3502	8.28371	71.8648	1.50345	5.69528	5.96746	4.67569	24.5944	3.54394	2.27389	26.521	3.55606	3.17693	0.968443	3.52107	3.21014	3.08995	11.5076	32.8795	6.03805	4.34805	25.1885	6.85604	1.43189	3.47123	23.73
AHCY	54.1138	61.0809	201.726	80.2879	178.409	69.9128	83.3886	94.1073	100.818	130.392	71.9972	74.2291	77.4746	92.7967	76.8632	112.563	147.945	94.3964	98.1501	87.8039	65.8261	88.7239	143.417	92.4378	85.1302	149.238	123.554	93.7576	116.943	75.5616	113.63	120.173	91.2694	67.5937
PIGU	21.5381	25.1573	33.2541	21.4662	33.0458	15.0079	13.1539	10.6699	13.1961	26.4011	19.6273	19.884	14.9259	18.2309	25.0827	13.1098	28.8013	25.1079	19.9337	12.9182	22.7929	10.8993	20.1076	10.9156	25.0976	15.4852	23.6574	14.1129	13.216	10.5439	16.0412	25.5255	17.1437	7.56428
GGT7	0.130134	3.74757	12.7598	8.28554	8.50901	4.0518	4.30177	6.80567	2.0154	9.62172	0.247695	0.343452	5.73101	4.41065	9.24724	2.96883	3.12072	9.97738	3.32917	5.17608	16.7355	14.6822	11.9135	9.53737	14.9173	1.88664	0.777898	6.91794	10.97	0.47705	14.4213	15.3838	3.20256	1.03254
ACSS2	17.2061	15.3903	12.5966	6.8561	11.1159	8.69786	13.2891	7.03133	28.7155	12.4061	0.628443	2.94743	16.3338	10.7586	9.1752	18.3825	20.5755	3.6614	14.8611	14.4294	46.9036	10.8312	9.64392	19.5379	23.797	6.84825	8.99366	18.0336	23.9775	5.47324	29.0506	84.3676	6.95204	10.7839
GSS	28.206	29.3766	85.9746	34.5564	87.8499	25.6523	31.5482	30.0351	30.8774	49.6206	27.9414	26.7189	27.3173	33.1422	31.8517	27.8772	47.7526	19.1519	28.5139	21.272	34.4951	20.591	29.6413	33.9226	35.8705	39.4967	29.2863	32.0869	26.5667	29.0164	37.9628	19.6645	42.1747	23.8612
NFS1	11.7096	8.44158	13.7624	6.14116	16.8764	10.2814	4.72384	4.6951	8.26456	9.69363	9.86384	11.8387	12.8119	7.93998	6.92616	11.622	6.70819	6.65877	8.29759	7.22792	6.40756	6.45088	6.74095	5.73631	9.9322	8.99448	10.7193	6.73468	9.55484	9.11375	5.85191	8.25624	10.637	5.87371
RPN2	143.508	216.226	79.2855	162.434	88.6432	276.791	110.232	181.952	77.1592	145.795	130.609	164.595	113.23	150.662	262.258	132.957	289.466	74.2869	178.961	92.5061	147.656	147.157	112.049	91.6296	188.807	118.675	200.517	121.043	144.027	143.539	357.042	113.073	188.376	102.177
PLCG1	8.406	9.80538	0.514185	3.75904	1.17635	10.3226	11.6687	23.8867	8.72581	15.7218	26.2741	0.414931	3.9338	4.04561	10.955	17.2851	11.6075	5.22324	3.10081	2.65384	1.62107	3.92982	5.53773	8.13464	7.73138	8.29618	6.07392	6.86731	9.98184	16.7268	14.27	0.859422	24.2485	3.59323
LPIN3	0.0788432	0.0141746	0.397651	0.023433	0.138167	6.99946	0.032821	0.1224	0.278624	1.25607	0.0173679	0.0067901	2.33769	0.324765	1.34051	2.94253	0	7.21246	0.0097699	0.607504	0.867831	0.0332087	0.462356	0.0997132	0.664494	0.22997	0.0175909	1.95668	1.93892	1.43816	2.21954	0.0077384	2.13686	0.0890775
ADA	24.8366	11.1928	3.57465	18.6738	5.39294	5.68456	58.9732	12.0173	6.85245	38.7055	36.9026	33.5501	20.8889	9.58628	2.88727	6.92147	113.081	4.1005	58.3551	17.9239	11.1954	6.95514	6.72594	17.9165	17.8797	10.6336	9.55835	2.02332	9.78994	5.00838	1.7497	35.1974	10.5036	15.9908
PIGT	50.7872	115.809	22.7646	46.2121	17.8169	52.8152	31.9541	65.9479	41.7415	54.6456	37.4529	30.38	21.6815	44.0496	74.2022	35.9495	71.7363	23.2522	105.918	21.9588	59.4362	45.3815	43.3019	30.8491	60.9039	31.882	61.6199	47.9846	37.5634	53.0461	109.348	64.0148	81.759	49.1201
ACOT8	9.36614	12.4749	11.0548	9.125	8.45701	14.1417	10.8304	6.57016	10.2815	14.4133	9.44965	12.9732	15.1484	14.4173	14.2858	9.15528	11.6392	14.8037	10.2603	10.2102	11.117	12.1536	12.4259	11.4092	11.5307	11.1052	8.84331	13.0454	11.5894	13.9353	17.9264	8.9268	7.58248	4.27934
PTGIS	0.0379397	0.0050153	0.0242832	0.0271349	0	0.0030212	0.0139356	0.0243134	0.007783	0.0183507	0.0017558	0.0144151	0.0063528	0.266108	13.6255	0.0253791	0.0102836	11.1646	0.012099	0.0373828	0.0033651	0.0105751	0.0070515	5.21154	0.0121822	0.0049818	0.019364	0.0124884	0.15984	0.0173413	0.0067065	0.0109523	0.014212	0.015759
B4GALT5	126.505	56.4116	13.5722	17.3959	16.085	24.2064	18.4789	24.7206	27.9192	34.1045	20.0495	61.6156	30.7543	29.8296	62.0647	39.3349	42.0065	25.6955	28.2527	12.5791	67.1034	67.0699	22.7077	9.89708	59.4666	19.1667	57.2792	8.05434	55.1225	20.8165	16.6398	35.0771	22.3862	41.8558
DPM1	51.6502	43.5705	25.4393	32.9653	29.0322	34.6317	25.1425	48.9071	30.6204	49.0581	32.1621	45.36	47.053	62.8262	42.7307	51.565	34.1761	26.1879	29.4799	29.0289	38.535	36.3887	24.8752	29.5868	33.267	38.7007	61.0994	60.4658	66.9903	50.7082	40.2118	39.0814	53.2423	25.9315
CYP24A1	0.122252	0.0475501	0	0.0021174	0.0109866	0.0084869	0.0652455	0.0341502	0.0747011	0.0418845	0.0098646	0.0224969	0.0071384	0.0242708	0.009423	0.0407395	0.0072221	0.0328754	0.0194217	0.0568829	0.0165428	0.0231056	0.0217896	0.024272	0.0256663	0.0093298	0.0388547	0.0065779	0.0198681	0.0791613	0.0244916	0.0634563	0.0359314	0.125431
PCK1	0.0314191	0.0126084	0	0.0121273	0	0.003038	0.0062282	0.0030562	0.0052177	0.00692	0	0.0161063	0	0.0173763	0	0.0048611	0	0.0058841	0.0069523	0.0104421	0.0067677	0.0118158	0.0113454	0	0	0.0133591	0.0083452	0.20407	0.0113794	0.126427	0.0188832	0.0330404	0	0
UCKL1	16.4599	9.94352	8.81747	12.5779	4.89523	12.7235	16.0291	10.9076	12.8494	15.6825	16.314	15.1332	13.0944	12.2281	19.9353	18.3259	18.985	15.2434	13.2641	14.7408	13.6784	16.5933	11.8372	16.1185	11.1933	13.543	19.035	9.24459	20.5625	15.6655	12.8809	12.882	17.9887	10.9233
SYNJ1	2.79403	4.27625	4.41754	2.03865	6.4412	2.81377	2.85595	1.64008	5.30509	2.34836	4.69944	1.98816	1.92409	2.27899	4.11378	2.49565	1.27494	1.52433	4.77083	1.29609	3.19037	3.68925	3.3714	2.06902	1.97082	1.77965	1.46756	3.68548	2.27549	2.83416	1.67924	2.38975	1.90466	8.87985
GART	27.6066	28.6263	148.136	30.4743	200.591	30.2351	23.1339	48.4938	68.767	36.0331	40.1192	26.9839	28.1171	39.6934	42.968	78.1298	39.2045	24.7872	41.9339	35.361	29.6226	16.3956	26.6711	23.5383	26.9802	52.9482	39.6001	50.7827	46.8083	59.1762	46.4002	29.5292	58.9736	25.2312
CBR1	7.71757	0.0493112	18.8596	11.8236	31.8135	10.2565	4.38015	0.115257	5.22908	6.0507	0.123307	10.8525	15.2085	24.4844	36.6667	40.7055	2.75883	19.4704	7.97261	14.5445	31.6534	4.39007	16.1719	14.3245	33.2053	0.0279895	9.3057	32.9946	0.123182	9.16445	8.83206	4.31503	0.08384	0.110674
CBR3	3.77371	0.0523491	0.134186	0.86542	0.884476	0.898726	2.34347	0.0793058	0.169245	4.90225	0.357367	0.25077	2.93088	0.28858	1.19042	1.4065	0.0268345	6.98559	4.50121	1.47407	4.25876	0.171704	0.713937	4.02829	7.62929	0.0259996	1.86958	0.146645	1.661	3.24678	0.0840015	0.0142897	0.0964221	0.109659
HLCS	0.944293	4.59172	9.39898	3.37164	8.47861	2.98419	1.99953	2.97859	4.79226	3.6392	3.32826	0.382894	2.5706	2.17441	8.6919	10.2642	2.37543	4.62453	4.61865	3.40532	3.39915	3.15448	2.13248	4.76889	3.39375	6.8595	2.78416	7.44417	2.70418	9.95466	5.55727	0.803136	3.94567	3.13558
PIGP	1.0661	2.13115	4.60434	2.43676	4.58403	1.79077	1.91024	1.383	2.1489	3.21943	1.63771	1.4659	1.75774	1.06274	1.77683	2.7109	4.1776	2.15092	1.81546	1.5511	1.87909	1.41785	2.39605	2.15524	1.75205	1.42279	0.981995	4.26675	1.43098	2.76765	2.29843	2.64994	3.07791	1.5482
B3GALT5	0.0280762	0.0044364	0.0005616	0.001778	0.0041001	0.0077202	0.0188707	0.0101559	0.0152989	0.0018036	0.135291	0.015742	0.0014985	0.0013587	0.0068574	0.0099774	0.0047167	0.0051759	0.0047566	0.0167377	0.0066146	0.0060052	0.0077621	0.0107566	0.0076628	0.0039171	0.0168566	0.006137	0.0033366	0.0115046	0.0052732	0.0053822	0.0022349	0.0134235
PDE9A	0.0900461	0.0068986	0	0.19906	0.0095636	2.19138	1.13306	0.0362299	0.0428219	0.424894	0.547415	0.0293747	0.132822	0.158455	0.0738227	0.015515	3.86945	1.63655	1.64202	18.0941	0.0493719	0.0107748	0.0439699	0	3.34012	0.216233	8.50798	0.0057259	0.173812	0.0437303	1.36527	0.0426835	0.190272	2.41331
NDUFV3	6.09497	5.54541	18.13	7.80057	15.7578	9.02522	7.26478	9.91815	20.1162	10.0916	7.82869	7.37958	12.6196	7.36285	11.7316	8.00373	8.62165	6.52905	10.0821	8.6895	8.41043	6.07188	5.22923	6.09422	9.69602	9.93034	7.67641	11.5888	10.5756	17.6246	4.32477	5.72025	8.87858	9.31157
CBS	1.27995	0.11475	67.3319	0.323756	15.892	25.2641	5.88748	0.107549	3.62795	22.0034	1.2148	1.59679	5.91948	21.8174	60.9263	11.4777	7.84706	52.0114	4.9269	42.73	14.224	4.44912	0.082604	25.6028	0.0728401	25.1269	1.37554	52.7174	9.18615	42.5915	56.5736	5.54795	17.4862	7.71763
PDXK	18.838	17.8231	10.2578	8.04436	8.16752	11.5055	4.2173	8.37596	12.7292	15.0655	5.97193	12.6549	11.6375	7.33495	15.2944	9.81086	6.56933	7.89326	10.2625	5.64001	5.78664	8.79486	7.40606	7.13312	7.49234	7.5906	14.4647	12.1759	11.4572	10.816	9.13691	9.26419	4.62878	13.0224
AGPAT3	7.35785	12.2293	4.86913	14.153	13.9934	22.2519	17.482	8.6394	29.6347	13.4072	19.132	10.4754	12.6688	13.0111	28.5367	19.2611	13.1371	10.3324	9.67727	17.6927	7.96109	6.53443	16.0806	14.1038	17.4077	19.2731	9.7541	27.8903	13.7091	51.8919	24.2201	9.03933	11.8206	15.3254
PFKL	51.0585	53.5789	129.494	84.3929	101.436	76.9216	89.1794	67.923	156.952	64.8297	80.8576	64.411	91.9286	74.7248	130.553	53.8746	116.766	95.9031	117.284	77.0075	33.9046	45.9409	47.7801	60.1006	103.289	59.668	68.7583	53.8435	112.011	120.024	38.302	65.1505	121.567	71.102
POFUT2	6.72061	5.51758	9.97286	4.25835	7.1849	5.79894	4.67476	3.40816	8.33165	4.87411	3.999	3.37085	4.08899	3.32427	6.93305	14.1145	2.47211	5.12786	8.09728	2.86704	2.48537	3.17603	4.10512	3.05992	4.77081	3.55426	4.17851	8.70004	5.44385	5.62446	7.40145	4.59778	4.31135	4.51201
FTCD	0.025628	0.184778	0.054677	0.0346222	0.0249507	0.0404752	0.142246	0.101792	0.0571008	0.0329262	0.0201623	0.0245236	0.116723	0.0165358	0.0641992	0.34001	0	0.0111991	0.0231561	0.0258363	0.0322018	0.0044977	0.0134958	0.0358293	0.0419676	0.0095347	0.0052944	0.0806674	0.0974605	0.935529	0.0154027	0.0550238	0.0081601	0.0201074
LSS	36.7593	22.213	21.2424	12.9034	24.9437	16.0566	12.667	20.7607	117.394	18.1963	15.2383	6.16812	28.7346	18.3767	22.3462	21.9692	11.4242	7.76912	49.5877	10.3028	24.8569	5.14994	10.9892	10.6912	22.2431	12.9145	18.1068	21.6033	42.2016	13.2404	15.9228	66.3183	41.0805	8.74919
ATP6V1E1	59.647	55.7255	47.1954	30.9337	31.449	51.1375	41.1146	37.0579	37.5951	43.5467	44.9557	46.8097	64.535	72.3303	37.2613	33.5721	35.5466	41.0181	61.2415	38.2766	68.6908	64.8913	35.0696	49.9285	52.2046	48.6808	40.2388	113.101	43.009	50.1228	79.665	36.8983	50.8656	37.4573
PRODH	0.991252	0.346183	0.0257208	0.248826	0.0156495	0.149601	20.6367	0.373953	0.0583935	0.178983	0.0421539	0.019227	0.129644	0.0311147	0.0201335	0.0253882	13.2243	0.0351213	6.63434	0.0186981	0.0353458	0.0317367	0.0169296	0.43217	0.0292477	0.0199344	0.0539618	0.028109	0.0933916	0.0455373	0.0724564	0.02876	0.0255907	0.0315293
TXNRD2	5.69521	15.5712	4.31117	3.91963	2.11853	8.8186	4.73052	8.65661	2.99478	8.1545	4.63211	7.87669	8.29316	8.02332	4.09769	3.88317	6.00076	9.77783	8.85061	5.17068	7.18438	9.32873	9.45333	6.38946	6.14109	4.15768	9.53019	10.0317	5.37415	3.00149	7.653	5.3609	9.26361	6.15801
COMT	24.5457	35.1148	34.6188	28.7425	13.261	60.947	32.7296	21.2366	26.5191	29.5956	26.6321	31.0858	49.431	46.6802	27.7146	10.9719	45.3542	48.5092	55.9107	31.3078	50.9525	34.1309	30.2206	26.847	29.7256	23.7787	31.6677	31.8238	20.9626	12.8246	36.9921	22.0256	33.6506	22.8494
PI4KA	17.4146	29.7599	21.4729	19.7219	14.6312	17.3754	29.7872	17.2344	20.4867	17.7307	23.8563	8.4428	14.4358	12.9039	19.3441	11.682	25.2733	16.3807	41.3194	17.7928	25.2222	22.8929	16.1342	17.2252	28.2777	14.9501	9.49704	23.5461	12.3702	17.0347	18.8394	13.1555	15.6098	28.5886
MIF	1.47523	0.994571	0.906447	1.91324	0.430872	1.17826	0.675522	1.46654	1.14899	2.57766	0.812424	1.54576	1.9149	1.00516	1.153	0.750929	1.20092	1.16038	1.87374	0.892333	1.53481	1.33593	0.950876	1.33266	0.85358	0.790338	1.29828	2.14632	1.57084	0.974351	1.4718	1.62892	0.676396	1.07642
GSTT2B	0	0	0.536596	0	0.264718	0.0076684	0.0078603	0.0154282	0	0	0	0.0325233	0.0064499	0.008772	0.0136226	0.01227	0.0087007	0.200505	0.0087742	0.0052714	0.0085412	0	0	0.0438619	0.142236	0.101159	0	0.0158491	0.0143614	0.0550201	0.0476633	0	0.0288585	0
GGT5	10.004	1.43954	4.31074	3.42907	1.21312	0.0553158	2.75498	0.477899	5.3201	1.30938	1.81917	0.213906	6.58217	4.16137	1.01446	6.74238	24.3407	0.0189065	14.6803	72.754	0.17034	0	0.0303785	3.45557	0.341133	1.04449	3.93871	0.124416	0.0121878	0.331518	1.8809	12.539	4.89508	9.06351
UPB1	0.11948	4.19752	0.240518	0.0104136	0.0810501	0.0573922	0.0200553	0.0144336	0.216177	0.105968	0.11674	0.042874	0.272086	1.97702	0.946565	0.0344372	0.235314	0.586109	0.0477592	0.0511095	2.33327	0.557021	0.716051	0.140512	0.360807	0.160598	0.457427	0.0148274	0.611931	0.0159099	0.034746	0.24825	0.0134991	0.0068039
GGT1	1.71996	7.13084	0.455382	5.50914	0.131545	25.1832	3.54824	0.266667	5.97353	0.920803	12.8125	11.278	15.2175	1.22811	4.47175	9.70444	10.3265	23.1212	1.65812	4.60579	17.7157	1.17533	21.6304	1.71	12.1641	6.26053	7.51225	1.96097	4.97284	0.681543	22.2846	26.7895	0.993446	2.0165
UQCR10	69.904	68.6745	56.6343	45.2431	64.1526	65.2074	42.5014	44.4497	54.7926	59.3664	57.5775	80.0828	91.5542	67.6903	24.5682	54.437	39.6996	37.7345	85.3914	36.4651	69.6648	43.548	35.4263	34.7647	72.3349	53.9052	64.3836	49.7445	74.9904	39.5176	48.414	33.3166	63.2357	19.1168
MTMR3	10.7666	9.87487	8.20659	7.50923	8.6438	8.09835	10.847	6.4554	12.8896	7.98509	10.07	6.25494	5.27863	4.63564	4.74841	5.10793	7.52893	11.2113	14.2084	7.05577	7.20455	14.3469	9.15376	7.18037	8.87817	10.7028	4.74078	10.3446	4.61235	8.25843	12.9054	10.2739	6.35849	23.625
GAL3ST1	0.0288693	0.0440238	0.0131984	0.0111432	0.0072273	0.022332	0.0114455	0.0645874	0.0215741	0.0296725	0.0162231	0.0059197	0.0046959	0	0	0.0357331	0.0063346	0.140572	0.0095822	0.03646	0.0031092	0.0542845	0.179826	0.0745124	0.0382707	0.0061375	0.005112	0.0230781	0.0156839	0.0200288	0.220603	0.0607181	0.0052526	0.0388294
INPP5J	0.0030324	0.0153328	0.0097043	0.0081932	0.0177134	0.0677322	0.0189348	0.0970424	0.0705007	0.0857102	0.0405562	0.102285	0.0172637	0.979064	0.0109386	3.95577	0.0745214	0.0298148	0.0093939	0.0239859	0.0342919	0.038317	0.067068	0.00587	0.0877279	0.0383577	0.0187933	0.161201	0.192197	0.0117812	0.636048	0.0037203	0.0791728	0.0249812
PLA2G3	0.0230829	0.0414989	0.0147742	0.0031184	0.0053935	0	0.009609	0.0062868	0.0536663	0.004745	0.007264	0.0099397	0.0131414	0.0214469	0.0111021	4.73992	0	0.0121043	0.0035754	0.0042961	0.0243633	0.0048612	0.0029173	0.0029789	0.00504	0	0.0057223	0.0064584	0.0380388	0	0.0443938	0.002832	0.0411584	0.032599
